account,d1,d2,d3,d4,d5,d6,d7,d8,d9
781374,46,30,21,15,13,10,9,8,8
955565,46,27,21,17,13,11,9,8,8
4268,51,28,19,15,13,11,9,8,6
99000,47,30,20,15,12,11,10,8,7
18920,48,27,20,15,14,11,9,9,7
607589,51,28,19,14,13,11,9,8,7
9608,47,29,20,16,14,9,9,9,7
31638,49,29,19,15,13,10,10,8,7
981878,50,26,20,15,12,11,10,8,8
40510,50,26,21,16,12,11,8,9,7
340636,44,29,21,16,13,10,10,9,8
6986,47,30,21,16,12,10,9,8,7
32490,53,26,18,14,13,10,10,8,8
3168,46,28,20,17,13,11,9,8,8
366201,50,29,18,14,12,11,10,8,8
16750,50,27,21,15,13,10,8,8,8
1729,50,29,19,14,12,11,10,8,7
943347,50,27,19,15,13,11,10,8,7
767743,49,29,20,16,13,10,8,7,8
12512,48,28,20,16,14,10,9,8,7
664119,49,30,18,16,13,10,9,8,7
89477,51,28,21,14,13,9,9,7,8
11510,46,31,19,16,12,11,9,9,7
221680,48,26,21,16,11,11,10,9,8
660107,49,28,19,15,12,11,10,8,8
400806,50,29,20,15,11,10,9,9,7
34208,45,29,21,17,12,10,10,8,8
80813,48,30,21,15,12,11,9,7,7
352917,45,29,19,17,14,11,9,9,7
92159,50,29,19,15,13,9,10,8,7
329159,48,26,20,16,14,11,9,8,8
6161,45,28,22,15,14,11,9,8,8
535625,51,28,18,15,13,11,9,8,7
943743,49,27,20,16,13,11,9,7,8
83752,45,31,21,17,11,10,9,9,7
26724,48,29,18,16,13,10,10,8,8
618760,46,26,23,16,12,11,10,8,8
44562,49,28,19,17,13,11,8,8,7
586694,45,28,21,15,13,11,10,9,8
29898,46,30,19,15,13,12,10,8,7
739466,52,26,20,15,13,10,9,8,7
778439,51,30,19,16,11,10,8,8,7
92135,48,27,21,15,12,11,10,8,8
11362,52,28,20,16,12,10,9,7,6
77339,47,31,19,14,13,11,10,8,7
4679,44,31,18,17,14,11,10,7,8
15877,52,27,20,14,12,11,9,8,7
65542,46,30,21,16,12,10,9,8,8
95855,49,29,21,17,11,11,8,7,7
35271,51,28,21,15,11,11,8,8,7
61623,49,28,19,14,13,11,10,8,8
16378,48,29,19,16,12,10,9,9,8
412959,45,30,21,15,12,11,10,8,8
98964,48,31,19,15,12,11,8,9,7
514329,48,31,18,14,13,11,10,8,7
79560,47,29,21,14,13,11,10,8,7
583273,47,30,21,16,13,10,9,8,6
9964,51,25,21,15,13,11,8,9,7
397296,46,29,21,15,14,12,9,7,7
343873,49,28,20,14,13,11,9,9,7
26484,49,28,21,16,12,11,8,8,7
896279,49,30,18,16,13,9,9,8,8
82805,49,27,19,16,14,10,10,8,7
384631,45,30,21,15,13,11,9,9,7
193668,48,28,21,16,13,10,9,8,7
655609,49,26,21,16,13,11,9,8,7
20625,50,26,21,14,13,11,9,9,7
313810,51,28,19,16,12,10,9,7,8
99447,45,29,22,16,13,11,9,8,7
8068,46,26,22,16,13,12,9,8,8
456791,45,30,22,16,12,10,10,8,7
567431,46,29,19,16,13,12,9,9,7
626839,47,28,20,16,12,11,9,9,8
1757,46,29,20,17,13,11,9,8,7
778346,48,28,21,14,12,12,9,9,7
4409,49,26,21,15,13,10,10,9,7
589557,49,30,18,16,12,10,10,8,7
5608,48,26,19,17,13,11,9,9,8
61568,45,30,21,15,13,11,10,8,7
36194,45,30,20,15,14,11,8,9,8
8721,45,29,22,15,12,11,10,9,7
65833,51,29,18,16,13,10,9,7,7
463531,46,27,21,16,14,11,10,8,7
727972,49,26,20,16,13,11,9,8,8
43415,44,30,20,17,13,10,9,9,8
61128,50,27,19,15,13,11,9,9,7
67487,48,26,21,16,14,11,10,7,7
682486,51,26,19,16,13,10,9,9,7
938553,48,29,21,16,12,10,9,8,7
42858,50,27,19,16,13,11,9,8,7
29100,46,30,20,17,12,11,9,8,7
444816,49,29,20,16,11,10,9,8,8
426524,47,26,21,17,14,11,9,8,7
21382,46,28,20,15,13,12,10,9,7
72702,46,27,21,16,13,12,10,8,7
4838,50,26,21,14,12,11,10,9,7
730499,46,30,19,15,14,11,9,8,8
615229,46,28,20,16,12,10,11,9,8
274515,50,30,19,15,11,11,9,8,7
342399,45,31,19,16,12,11,10,9,7
9974,48,29,20,16,13,11,9,7,7
1010,50,30,19,15,12,10,9,9,6
1814,50,30,19,15,12,11,8,7,8
67336,47,28,19,16,13,11,9,9,8
520947,47,29,21,16,12,11,9,8,7
28186,48,30,21,14,12,12,8,8,7
36130,50,27,21,14,13,10,9,8,8
6202,48,27,18,17,14,11,10,8,7
545085,48,29,20,17,12,10,9,8,7
7257,51,26,20,16,13,10,8,8,8
867580,49,26,20,16,13,11,9,9,7
18972,50,27,19,15,13,11,9,8,8
218555,48,28,20,15,13,12,9,8,7
25400,50,27,20,16,13,10,9,8,7
845670,44,28,22,16,13,12,10,8,7
27134,50,27,20,14,13,10,10,9,7
557696,47,28,21,17,12,11,10,7,7
381948,50,28,19,15,11,12,10,8,7
392434,49,27,20,16,12,10,9,9,8
686539,51,27,18,16,12,12,10,7,7
527406,48,28,19,16,13,12,9,8,7
722808,45,27,22,16,12,12,9,9,8
84484,46,30,20,16,12,11,9,9,7
522533,51,29,19,15,13,10,8,8,7
116849,49,27,20,14,13,11,10,9,7
927579,47,28,19,15,14,11,10,9,7
596630,46,29,20,17,13,11,10,7,7
458251,46,29,21,14,14,11,9,8,8
5597,47,30,20,15,13,10,9,8,8
343335,51,27,19,14,14,11,9,8,7
674762,48,27,21,14,13,11,10,9,7
8063,51,26,20,15,13,11,8,8,8
420868,47,27,22,15,13,10,9,9,8
7552,51,26,21,15,13,10,8,8,8
56869,45,30,20,15,12,12,9,9,8
3931,48,28,19,15,12,12,10,8,8
870776,48,27,21,15,12,10,11,9,7
70952,46,29,21,15,12,10,10,9,8
80125,47,27,21,16,12,11,9,9,8
1897,49,27,19,16,13,9,10,9,8
480514,51,31,18,14,12,11,9,7,7
70352,45,30,21,16,12,11,10,8,7
7741,46,29,19,15,13,11,10,9,8
2191,46,29,19,15,14,12,9,9,7
11401,48,27,21,15,13,11,10,8,7
28987,45,29,19,17,13,11,9,9,8
345392,45,29,20,17,13,10,10,8,8
46616,48,29,21,14,12,11,10,8,7
613584,46,27,20,17,14,10,10,8,8
41284,51,30,19,14,11,11,9,8,7
39739,46,27,20,15,14,12,10,8,8
560774,47,27,20,15,13,12,10,8,8
8407,52,27,21,14,12,10,10,8,6
778422,46,28,22,16,12,12,9,8,7
1593,48,30,20,15,12,11,9,8,7
97714,45,30,21,16,13,10,10,8,7
365873,50,26,21,15,12,11,9,9,7
940973,49,29,18,16,12,11,10,8,7
8346,47,28,21,15,12,11,10,8,8
618406,48,28,21,16,13,11,9,7,7
2705,49,27,20,14,13,12,10,8,7
603279,51,27,21,14,12,10,10,8,7
934818,49,30,21,14,11,11,9,8,7
69354,52,26,21,14,12,11,9,8,7
5998,47,30,20,16,12,10,9,9,7
8014,50,27,20,14,13,12,9,8,7
9306,51,25,21,14,13,10,10,9,7
21304,47,26,22,16,13,12,9,8,7
83705,49,30,18,14,13,11,10,8,7
91898,49,28,18,16,12,12,9,9,7
77238,47,30,18,17,12,11,9,9,7
473885,49,27,20,15,13,12,9,8,7
747354,51,30,18,16,11,11,8,8,7
9714,49,29,20,16,13,10,9,7,7
90033,47,27,21,15,12,11,10,9,8
44141,44,28,22,16,13,11,10,9,7
20198,52,26,18,15,13,10,10,9,7
49496,51,29,18,14,13,10,10,8,7
56141,47,29,18,17,12,12,9,9,7
3357,49,26,20,16,14,11,9,8,7
201451,49,30,21,15,12,10,9,7,7
98342,49,26,21,15,12,11,10,9,7
38824,46,30,21,15,13,10,10,8,7
23786,50,28,20,15,12,10,10,8,7
6014,49,28,20,17,12,10,9,8,7
30679,48,27,21,14,14,11,10,8,7
1102,50,27,18,14,14,11,10,8,8
40791,47,28,19,17,13,12,9,8,7
44370,49,27,20,14,13,11,10,9,7
610438,47,29,21,16,13,10,9,8,7
306535,49,26,19,17,13,11,9,9,7
733259,44,27,22,15,13,12,10,9,8
882435,51,28,18,15,13,11,9,7,8
1319,48,27,22,16,13,11,8,8,7
365057,50,30,19,15,13,10,8,8,7
6935,46,29,20,16,13,10,10,8,8
333115,48,29,20,15,12,10,10,8,8
94532,46,29,21,15,13,12,9,8,7
185553,47,30,18,16,14,10,10,8,7
54522,44,29,20,16,14,11,10,9,7
484645,48,27,20,15,13,12,9,8,8
27658,51,27,20,15,13,10,10,7,7
53629,48,28,21,15,13,11,9,7,8
574418,48,29,21,16,13,10,9,7,7
4851,52,26,18,14,13,11,10,9,7
3985,49,28,19,16,13,10,9,9,7
539034,46,30,20,15,12,11,10,9,7
545909,47,28,19,17,14,10,9,9,7
67208,50,29,18,15,14,10,9,8,7
75732,48,27,20,15,14,10,10,9,7
57856,46,28,21,17,12,11,10,8,7
897142,48,27,19,16,13,11,9,9,8
97183,45,31,20,15,12,11,9,9,8
666209,47,28,21,16,13,10,10,8,7
77270,48,27,20,16,12,11,10,8,8
21288,51,25,20,16,12,11,10,8,7
946590,49,28,20,16,12,10,10,8,7
2689,46,28,20,17,13,10,10,8,8
740136,47,28,20,17,12,11,9,9,7
911107,51,26,21,16,13,10,9,7,7
6357,45,27,22,17,13,11,9,9,7
785117,49,30,18,14,13,10,9,9,8
3123,49,26,20,15,12,12,10,8,8
88971,50,27,21,16,12,11,9,7,7
88255,46,29,21,16,13,11,10,7,7
261820,48,26,18,16,14,12,10,8,8
382172,48,29,19,15,13,10,10,9,7
9903,47,27,19,17,13,12,9,9,7
61799,52,28,18,15,13,10,9,7,8
850855,46,28,20,15,13,12,10,9,7
37554,47,29,21,14,14,10,9,9,7
539855,47,29,20,14,13,12,9,9,7
885189,47,31,18,16,12,11,10,8,7
3608,49,27,20,14,14,10,10,8,8
476240,46,29,20,17,13,10,10,8,7
335085,50,27,19,16,12,11,9,8,8
35112,45,31,20,15,13,11,9,9,7
995242,46,28,20,16,13,11,10,9,7
823108,46,31,20,16,12,11,9,8,7
82059,51,28,20,14,13,10,9,8,7
51106,47,28,21,16,12,11,9,8,8
661980,50,26,20,15,12,12,10,8,7
49869,48,26,21,16,14,10,9,9,7
448848,48,30,21,16,13,11,8,7,6
107461,46,28,19,16,14,12,9,9,7
385252,50,28,19,16,13,10,9,8,7
69827,50,25,20,16,13,11,9,8,8
367415,52,25,19,16,13,11,9,8,7
397970,45,26,21,17,12,12,10,9,8
616525,50,28,21,14,13,10,9,8,7
946782,45,30,21,16,13,10,9,8,8
166063,46,28,21,16,12,11,9,9,8
9953,46,30,19,16,14,11,9,8,7
639660,51,27,21,15,11,10,9,9,7
3518,51,29,18,16,13,10,9,7,7
476500,50,28,20,16,11,11,8,9,7
22018,46,30,20,15,12,12,10,8,7
420095,48,29,21,15,12,10,8,9,8
9140,48,30,19,15,13,11,9,8,7
81059,49,29,20,14,14,10,9,8,7
7384,46,29,21,15,14,11,9,8,7
4735,49,29,21,14,13,10,9,8,7
335324,45,29,21,17,14,11,8,8,7
100569,50,30,18,15,12,11,10,8,6
581362,46,29,21,15,12,11,10,9,7
178116,47,28,19,16,13,11,10,9,7
411893,50,26,21,16,13,10,9,8,7
92580,48,27,22,15,12,10,10,9,7
487553,46,28,19,17,14,11,10,8,7
41241,47,29,20,15,13,12,9,8,7
84668,51,28,18,14,13,11,9,8,8
2176,50,28,19,14,13,11,10,8,7
3275,47,30,21,15,12,11,10,7,7
611870,50,26,21,16,13,10,9,8,7
66434,50,27,19,15,13,12,9,8,7
37579,50,29,19,15,13,10,9,8,7
27814,46,28,20,17,12,11,10,8,8
84948,50,28,21,16,12,10,8,8,7
653408,48,28,21,15,14,10,9,8,7
15975,48,30,18,14,14,11,10,8,7
374771,49,27,22,15,12,10,9,8,8
37521,51,27,19,15,12,11,9,9,7
93509,52,28,19,15,12,10,9,8,7
51710,50,26,21,15,12,12,8,9,7
6197,49,29,20,16,12,10,8,9,7
47412,47,30,20,15,13,10,9,8,8
791090,51,27,21,14,12,10,9,8,8
53631,48,30,19,16,12,11,9,8,7
42159,48,30,19,16,12,10,9,8,8
648464,46,31,20,15,12,11,9,9,7
402513,44,30,20,15,13,12,10,8,8
763103,46,29,21,15,12,11,10,9,7
82119,50,29,20,16,11,10,10,7,7
91768,45,27,21,15,14,11,10,9,8
81406,51,26,19,16,13,10,9,8,8
1013,51,27,19,14,12,11,10,9,7
455316,51,27,18,16,12,10,10,9,7
91168,49,27,19,15,13,10,10,9,8
246114,51,26,21,14,12,11,10,8,7
368545,50,25,21,16,13,10,9,9,7
79201,48,27,21,16,13,10,10,8,7
25911,51,28,20,15,13,10,9,8,6
165023,46,27,21,17,13,11,9,9,7
89881,51,28,20,16,12,10,8,8,7
907094,48,27,20,16,13,10,10,8,8
96511,48,28,18,17,13,11,9,8,8
524788,48,28,21,16,12,11,9,8,7
5446,49,29,19,14,13,10,10,8,8
2023,50,25,20,16,14,10,10,8,7
64088,47,28,21,14,13,11,10,9,7
257843,51,26,19,15,12,12,9,8,8
909578,46,27,22,17,12,11,9,8,8
82779,48,26,22,16,13,11,9,8,7
50326,46,28,20,16,14,11,9,9,7
255747,51,26,18,16,12,12,10,8,7
92735,47,27,22,15,13,10,9,9,8
74168,50,28,19,16,13,10,9,8,7
90289,49,29,19,15,13,10,10,7,8
248496,47,28,21,16,12,10,10,9,7
796260,45,29,20,16,13,12,9,8,8
223770,48,29,21,16,11,10,9,9,7
96296,47,29,20,15,13,12,9,8,7
155109,50,26,20,15,14,10,10,8,7
42847,47,30,18,16,13,11,9,8,8
846545,49,26,18,16,12,12,10,9,8
90514,46,30,20,15,12,12,10,8,7
254833,46,28,22,17,13,11,8,8,7
2380,48,30,18,15,14,11,9,8,7
9984,45,28,20,17,13,11,10,8,8
5798,51,26,19,15,12,10,10,9,8
5838,49,28,21,15,12,11,9,8,7
42820,46,27,21,16,14,11,9,9,7
1740,52,28,19,15,11,12,8,7,8
25481,46,26,22,16,13,11,9,9,8
30340,46,26,22,17,13,11,9,8,8
2094,49,30,19,16,12,11,8,8,7
95570,51,26,19,14,14,11,9,8,8
951244,46,30,20,16,12,11,9,8,8
78614,48,28,21,15,13,11,9,8,7
41612,46,28,21,17,12,11,9,8,8
90549,46,30,21,16,11,11,9,9,7
91121,47,29,19,16,13,10,9,9,8
586881,49,28,21,15,12,11,9,8,7
80243,48,31,19,15,12,12,8,8,7
219396,45,30,21,16,12,10,9,9,8
9690,44,31,20,15,13,11,10,9,7
921853,49,27,21,15,13,11,9,8,7
63675,49,28,18,17,13,11,10,7,7
6107,47,31,18,15,13,11,9,8,8
522748,51,27,20,14,13,11,9,8,7
28694,48,26,22,14,14,11,9,8,8
97557,46,28,19,16,13,11,10,9,8
74517,47,26,20,17,13,10,10,9,8
58316,51,28,19,15,12,11,9,8,7
157371,48,29,20,14,14,11,9,8,7
45346,49,30,19,15,12,10,9,8,8
1049,49,27,20,16,13,10,9,8,8
40322,51,26,20,14,13,11,10,7,8
36392,46,30,20,16,13,11,9,8,7
91469,49,29,21,16,12,10,8,8,7
33860,47,27,20,16,12,11,10,9,8
81842,48,27,21,17,12,10,9,8,8
608813,48,29,20,17,12,10,8,9,7
5542,51,26,21,16,12,11,9,7,7
449944,48,28,22,14,13,10,9,8,8
801770,51,28,20,16,12,10,9,7,7
800478,46,27,21,17,12,11,10,8,8
20090,50,26,21,14,13,11,9,8,8
387798,49,27,20,16,12,11,10,8,7
306349,49,27,18,16,14,11,9,8,8
4647,51,26,20,17,12,11,9,7,7
79475,45,29,21,17,13,10,9,8,8
35748,45,30,19,17,13,10,10,8,8
948291,51,26,19,15,13,11,10,8,7
222699,47,29,20,15,13,11,9,9,7
58952,48,28,19,16,13,12,9,8,7
629908,49,28,20,15,11,11,9,9,8
516991,48,28,22,14,12,11,9,9,7
202580,47,28,21,15,14,11,9,8,7
341777,48,25,20,17,14,11,10,8,7
47937,45,28,20,17,14,11,10,8,7
347614,46,28,21,16,13,11,9,9,7
5539,48,30,21,14,11,11,9,8,8
205380,47,29,20,16,12,12,10,7,7
46937,48,27,20,16,12,10,10,9,8
56474,50,27,21,17,12,10,9,8,6
569492,48,27,19,16,14,11,10,8,7
78172,45,29,20,15,13,12,10,9,7
926054,48,27,20,15,14,11,9,9,7
1780,47,28,21,16,12,12,9,8,7
36146,50,26,21,15,12,11,10,8,7
28572,51,25,20,15,13,10,10,8,8
479702,47,28,22,14,14,10,9,8,8
22490,46,28,19,17,13,12,10,8,7
5800,46,27,21,17,14,10,9,9,7
8916,50,29,18,16,12,10,9,9,7
46479,47,29,19,17,13,11,9,7,8
4773,45,31,20,17,13,10,9,8,7
6861,47,31,20,15,12,11,9,7,8
40338,47,27,21,17,12,11,10,8,7
48541,49,27,19,16,12,11,9,9,8
702239,46,28,19,18,13,11,9,9,7
409107,48,26,19,17,14,11,9,8,8
9394,51,27,19,15,13,11,9,8,7
9098,46,29,20,16,13,10,9,9,8
25440,46,27,21,15,13,12,10,8,8
1085,46,30,22,14,13,10,9,8,8
3942,46,28,21,16,14,12,9,7,7
56130,52,26,18,14,13,12,9,8,8
68906,49,26,19,18,13,10,9,9,7
81791,47,27,21,15,14,10,10,9,7
89753,50,28,19,15,12,10,10,9,7
47304,48,27,19,16,14,12,9,8,7
22735,50,29,18,15,12,10,10,9,7
336085,51,29,19,14,12,10,9,9,7
184664,50,28,19,16,11,11,10,7,8
15353,47,29,20,16,11,10,10,9,8
153550,46,30,21,15,13,11,9,8,7
53872,46,26,22,16,12,11,10,9,8
90226,49,27,22,14,12,12,9,8,7
29999,49,29,19,16,12,10,9,9,7
34602,49,28,19,16,12,11,10,8,7
627637,47,29,20,17,13,10,8,9,7
9333,45,29,21,16,12,12,9,8,8
857720,50,30,18,16,13,9,9,8,7
109161,49,28,20,14,13,10,10,8,8
248924,45,31,20,14,13,12,10,8,7
50422,51,29,19,15,12,10,9,8,7
187976,48,29,18,16,12,11,10,8,8
65599,46,29,21,17,11,11,9,8,8
25805,48,29,21,16,13,9,9,8,7
58459,46,30,18,14,14,12,9,9,8
74933,50,28,19,15,11,11,10,8,8
778430,52,26,21,16,12,9,9,8,7
66707,46,30,21,15,13,10,10,8,7
979981,46,31,19,14,13,12,10,8,7
365059,51,28,21,14,12,10,9,8,7
575128,51,29,18,14,12,12,9,8,7
1542,50,27,19,16,13,10,9,9,7
40845,48,27,20,16,12,11,10,9,7
711566,48,28,19,15,12,11,11,8,8
8907,50,26,21,17,12,10,9,8,7
939803,49,26,22,15,13,10,10,8,7
165153,46,28,21,15,14,11,9,8,8
406621,45,30,19,16,14,11,9,9,7
34380,47,27,20,15,14,12,9,8,8
40743,49,27,20,15,13,11,10,8,7
5374,47,28,22,15,12,10,10,9,7
46919,49,27,20,16,14,10,9,8,7
356126,51,29,19,16,12,10,9,7,7
54117,49,27,20,15,13,10,10,8,8
88106,51,26,20,15,13,11,9,8,7
532301,51,27,19,15,13,11,8,8,8
509857,49,27,20,16,13,11,9,8,7
769886,49,29,19,16,12,11,9,8,7
407334,53,26,18,16,12,10,9,9,7
68624,48,28,20,14,13,11,10,8,8
956457,48,29,18,17,14,10,9,8,7
32679,50,30,19,14,12,10,10,8,7
33280,51,28,18,16,12,12,9,7,7
8846,52,25,18,14,14,12,9,8,8
70629,49,31,19,14,12,11,9,8,7
635655,52,27,20,16,12,10,9,7,7
66054,46,27,20,17,12,11,10,9,8
66306,50,29,18,15,13,9,10,8,8
52532,49,27,20,15,12,11,9,9,8
62617,45,31,19,16,12,11,10,9,7
939542,48,28,22,15,12,10,9,8,8
77848,49,27,21,14,12,12,9,8,8
9850,46,27,21,16,14,10,9,9,8
81439,46,28,22,14,14,11,10,8,7
5404,45,29,20,15,14,11,9,9,8
66763,46,29,19,17,13,10,10,8,8
21777,50,26,21,15,13,10,10,8,7
6973,47,28,22,15,12,11,9,8,8
724643,53,26,19,16,12,10,9,8,7
9324,50,25,21,15,13,11,10,8,7
6299,51,29,19,15,13,10,9,7,7
65773,48,26,22,16,13,10,9,9,7
83991,46,28,22,16,12,10,10,8,8
7629,49,27,20,16,13,10,9,8,8
9578,47,27,22,14,13,11,9,9,8
6663,48,31,19,16,11,11,8,9,7
4030,45,31,19,16,12,11,10,8,8
766093,49,27,19,17,13,11,9,8,7
8481,49,26,19,17,12,12,9,8,8
683869,46,30,19,15,12,12,10,9,7
8734,50,26,20,17,13,10,8,8,8
7662,46,28,20,17,13,11,9,9,7
5143,44,31,21,17,12,10,9,9,7
4114,51,27,20,16,12,11,8,8,7
17261,48,28,21,16,12,11,9,8,7
537642,50,28,20,16,11,11,8,8,8
752739,51,27,21,14,13,10,9,8,7
716391,45,28,19,17,12,12,10,9,8
49046,50,29,19,15,12,10,9,8,8
86672,45,28,20,16,14,11,10,8,8
74913,50,29,20,16,12,10,9,8,6
792236,48,29,20,16,12,10,10,8,7
30147,48,29,20,15,12,11,10,8,7
934531,46,29,19,17,12,12,9,8,8
6184,47,29,20,16,12,10,10,9,7
94981,46,30,19,16,12,12,10,8,7
627571,48,29,20,15,12,10,10,9,7
167187,51,29,19,14,12,11,9,8,7
28802,45,30,19,17,13,11,9,9,7
1436,48,28,19,17,12,10,9,9,8
67015,50,28,21,15,13,11,9,7,6
325924,52,28,18,15,12,11,9,7,8
449465,45,28,22,15,14,11,9,8,8
57827,50,27,21,14,13,10,9,8,8
621043,46,28,21,16,13,11,9,8,8
83356,46,30,19,16,13,11,9,9,7
798123,49,27,19,14,14,11,10,9,7
8230,47,28,20,15,13,12,10,8,7
43561,45,30,20,16,14,10,9,9,7
354265,46,27,22,15,14,11,10,8,7
643276,49,28,20,16,12,11,9,9,6
90787,48,28,20,15,12,10,10,9,8
908131,50,27,18,15,12,12,10,8,8
148127,47,30,20,15,14,9,10,8,7
519044,48,27,20,17,12,11,10,8,7
596722,51,28,21,16,11,10,9,7,7
6562,47,29,21,15,12,11,9,8,8
670557,45,28,21,16,13,11,9,9,8
940193,47,27,22,16,14,10,9,8,7
940534,51,26,21,15,13,11,8,8,7
575499,47,30,20,15,12,10,9,9,8
57246,46,29,19,15,13,12,10,9,7
372705,48,27,21,15,13,11,10,7,8
53086,49,27,21,15,13,10,9,8,8
59025,45,28,19,17,14,11,10,9,7
3362,44,30,21,16,14,11,8,8,8
43065,51,27,18,17,13,11,8,8,7
5786,51,26,19,15,11,12,10,9,7
60269,49,29,20,15,12,11,9,8,7
12165,51,26,20,16,12,11,8,9,7
198309,48,29,21,16,12,10,9,8,7
98269,49,27,22,14,13,11,9,8,7
860052,52,28,18,16,12,9,10,8,7
44896,48,26,22,16,13,11,9,8,7
74783,51,27,21,14,13,10,8,9,7
665339,52,26,18,17,12,11,10,7,7
283948,49,28,19,15,13,11,9,9,7
41652,47,29,20,14,14,11,9,9,7
632040,48,28,20,16,13,11,9,8,7
618905,49,27,22,15,12,10,10,8,7
887065,49,27,21,16,12,10,10,8,7
9492,50,26,20,17,12,10,10,8,7
18213,47,29,21,16,12,11,9,8,7
889589,49,27,21,15,12,11,9,8,8
426377,46,28,21,16,14,10,9,8,8
17573,47,30,19,16,13,11,9,8,7
2252,47,27,21,15,13,10,10,9,8
281181,51,28,18,14,12,11,10,9,7
248624,48,28,21,14,11,12,9,9,8
92320,48,29,19,16,13,11,9,8,7
8676,51,29,17,14,13,11,9,8,8
107470,47,27,22,16,13,11,9,8,7
1443,48,29,21,16,12,9,9,9,7
385966,48,28,20,17,14,10,9,7,7
239217,52,27,18,15,12,11,9,8,8
4994,47,27,20,15,14,11,10,8,8
3974,50,28,19,15,12,12,9,8,7
27073,53,26,18,15,12,11,10,8,7
887001,50,27,19,17,12,10,10,8,7
66894,48,29,20,16,13,9,9,9,7
6074,48,29,19,16,12,10,9,9,8
456253,49,30,18,15,13,11,9,8,7
2265,49,29,20,14,12,11,9,8,8
1646,47,27,22,15,13,10,10,9,7
2322,46,30,20,16,12,11,9,9,7
257782,44,29,20,17,14,11,10,8,7
76055,45,30,19,16,13,11,10,8,8
81740,46,30,22,14,13,11,9,8,7
10905,45,27,22,16,13,12,10,8,7
98081,51,26,20,16,12,10,9,9,7
889138,49,27,21,15,13,10,9,8,8
347540,49,28,20,16,13,10,9,8,7
6613,46,26,22,15,14,12,10,8,7
45534,46,31,21,15,13,10,9,8,7
67634,48,27,21,14,13,12,9,8,8
19380,46,31,19,15,13,11,9,8,8
6156,47,30,20,16,13,10,9,8,7
93286,46,28,19,16,14,12,10,8,7
662820,45,30,21,16,13,11,9,8,7
6926,46,30,21,15,13,11,8,9,7
224623,48,29,20,14,13,11,9,9,7
96009,49,29,20,16,13,10,9,7,7
14053,47,26,22,15,14,10,10,8,8
940310,49,30,19,14,13,11,10,7,7
41493,50,26,20,16,13,10,10,8,7
813959,49,28,19,16,12,11,10,8,7
212673,51,29,20,14,11,11,9,8,7
518028,48,30,20,15,12,11,9,8,7
1021,51,27,21,14,12,11,9,8,7
82679,50,29,20,14,13,10,9,8,7
988153,46,26,19,17,14,12,10,8,8
976343,47,30,20,16,12,11,9,7,8
400128,45,28,22,17,12,11,10,8,7
65274,51,28,19,14,13,11,10,7,7
60414,50,28,19,16,12,10,10,8,7
85665,47,27,20,16,13,11,9,9,8
970027,50,29,20,14,13,10,9,8,7
583025,53,27,18,16,12,10,9,8,7
3473,49,27,21,16,13,10,9,8,7
8665,51,28,19,15,14,10,8,7,8
505800,50,26,19,17,12,11,10,8,7
4978,48,26,22,16,13,11,9,7,8
310765,46,27,22,16,13,10,10,9,7
2538,50,29,20,14,12,11,10,7,7
672469,47,29,19,15,14,11,9,9,7
798113,50,27,19,16,12,11,9,9,7
7096,46,28,20,17,14,11,9,8,7
9932,44,27,22,16,13,11,10,9,8
22889,49,28,21,15,13,11,8,8,7
869655,46,29,22,17,12,11,8,8,7
91976,47,29,18,16,13,11,9,9,8
652367,46,27,21,15,13,11,10,9,8
971886,46,30,20,15,14,11,9,8,7
751716,51,28,21,14,12,10,10,8,6
7918,49,29,20,15,12,10,10,8,7
9797,50,27,20,15,13,11,9,8,7
15820,45,30,20,15,13,11,10,9,7
719165,48,28,18,16,13,12,10,8,7
8508,51,26,21,15,11,12,9,8,7
120938,50,26,21,14,12,12,9,9,7
399977,45,30,21,14,13,12,9,8,8
694217,51,27,19,15,13,10,9,9,7
705811,50,29,18,16,12,10,8,9,8
292074,52,27,18,17,12,11,8,8,7
34268,48,30,20,15,13,10,9,8,7
309382,45,29,21,17,12,11,9,9,7
298911,53,26,20,15,12,10,9,8,7
10974,50,30,18,14,13,10,9,8,8
753895,48,27,20,16,13,11,9,8,8
5161,49,29,19,15,12,11,9,8,8
781221,51,27,19,15,12,10,10,9,7
298074,50,29,19,16,12,10,9,8,7
59460,50,29,18,15,12,11,9,9,7
16942,46,30,21,15,13,11,9,7,8
5274,49,27,21,15,13,11,9,8,7
197551,51,26,19,17,12,11,9,9,6
21630,44,31,19,16,12,12,10,8,8
47938,48,26,19,16,13,11,10,9,8
910427,44,27,22,16,13,12,10,8,8
118920,51,27,20,16,11,11,9,8,7
69554,50,29,18,16,11,10,9,9,8
7680,53,26,19,16,12,10,9,8,7
866641,51,28,20,14,13,10,9,8,7
35388,51,26,21,14,11,11,10,8,8
3672,47,27,20,16,12,12,10,8,8
510781,48,30,20,14,13,11,9,8,7
99802,52,26,20,15,11,10,10,9,7
44123,46,29,20,16,13,10,9,9,8
2257,46,29,20,15,13,11,10,9,7
73846,49,29,19,14,13,11,9,9,7
63406,45,29,20,16,13,11,9,9,8
8666,46,29,19,15,13,12,10,9,7
391390,46,30,19,16,12,12,9,8,8
763292,45,30,20,16,12,10,10,9,8
81828,45,30,20,16,13,11,9,8,8
4757,50,27,18,17,13,11,9,7,8
82880,50,29,21,15,11,10,9,8,7
609618,49,28,20,16,11,11,10,8,7
